author,report_url,internetarchive_url,date
Clipnews,https://www.clipnews.gr/coronavirus-report-07-04-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-07-04-2020/,2020-04-07
Clipnews,https://www.clipnews.gr/coronavirus-report-08-04-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-08-04-2020-2/,2020-04-08
Clipnews,https://www.clipnews.gr/coronavirus-report-10-04-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-10-04-2020-2/,2020-04-10
Clipnews,https://www.clipnews.gr/coronavirus-report-11-04-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-11-04-2020/,2020-04-11
Clipnews,https://www.clipnews.gr/coronavirus-report-12-04-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-12-04-2020-2/,2020-04-12
Clipnews,https://www.clipnews.gr/coronavirus-report-13-04-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-13-04-2020/,2020-04-13
Clipnews,https://www.clipnews.gr/coronavirus-report-14-04-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-14-04-2020-2/,2020-04-14
Clipnews,https://www.clipnews.gr/coronavirus-report-15-04-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-15-04-2020/,2020-04-15
Clipnews,https://www.clipnews.gr/coronavirus-report-16-04-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-16-04-2020-2/,2020-04-16
Clipnews,https://www.clipnews.gr/coronavirus-report-17-04-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-17-04-2020/,2020-04-17
Clipnews,https://www.clipnews.gr/coronavirus-report-21-04-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-21-04-2020-2/,2020-04-21
Clipnews,https://www.clipnews.gr/coronavirus-report-22-04-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-22-04-2020/,2020-04-22
Clipnews,https://www.clipnews.gr/coronavirus-report-23-04-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-23-04-2020-2/,2020-04-23
Clipnews,https://www.clipnews.gr/coronavirus-report-24-04-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-24-04-2020/,2020-04-24
Clipnews,https://www.clipnews.gr/coronavirus-report-25-04-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-25-04-2020-2/,2020-04-25
Clipnews,https://www.clipnews.gr/coronavirus-report-26-04-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-26-04-2020/,2020-04-26
Clipnews,https://www.clipnews.gr/coronavirus-report-27-04-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-27-04-2020-2/,2020-04-27
Clipnews,https://www.clipnews.gr/coronavirus-report-28-04-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-28-04-2020/,2020-04-28
Clipnews,https://www.clipnews.gr/coronavirus-report-29-04-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-29-04-2020/,2020-04-29
Clipnews,https://www.clipnews.gr/coronavirus-report-30-04-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-30-04-2020-2/,2020-04-30
Clipnews,https://www.clipnews.gr/coronavirus-report-02-05-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-02-05-2020-2/,2020-05-02
Clipnews,https://www.clipnews.gr/coronavirus-report-03-05-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-03-05-2020/,2020-05-03
Clipnews,https://www.clipnews.gr/coronavirus-report-04-05-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-04-05-2020-2/,2020-05-04
Clipnews,https://www.clipnews.gr/coronavirus-report-05-05-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-05-05-2020/,2020-05-05
Clipnews,https://www.clipnews.gr/coronavirus-report-06-05-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-06-05-2020-2/,2020-05-06
Clipnews,https://www.clipnews.gr/coronavirus-report-07-05-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-07-05-2020/,2020-05-07
Clipnews,https://www.clipnews.gr/coronavirus-report-08-05-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-08-05-2020-2/,2020-05-08
Clipnews,https://www.clipnews.gr/coronavirus-report-09-05-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-09-05-2020/,2020-05-09
Clipnews,https://www.clipnews.gr/coronavirus-report-10-05-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-10-05-2020-2/,2020-05-10
Clipnews,https://www.clipnews.gr/coronavirus-report-11-05-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-11-05-2020/,2020-05-11
Clipnews,https://www.clipnews.gr/coronavirus-report-12-05-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-12-05-2020-2/,2020-05-12
Clipnews,https://www.clipnews.gr/coronavirus-report-13-05-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-13-05-2020/,2020-05-13
Clipnews,https://www.clipnews.gr/coronavirus-report-14-05-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-14-05-2020-2/,2020-05-14
Clipnews,https://www.clipnews.gr/coronavirus-report-15-05-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-15-05-2020/,2020-05-15
Clipnews,https://www.clipnews.gr/coronavirus-report-18-05-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-18-05-2020-2/,2020-05-18
Clipnews,https://www.clipnews.gr/coronavirus-report-19-05-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-19-05-2020/,2020-05-19
Clipnews,https://www.clipnews.gr/coronavirus-report-20-05-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-20-05-2020-2/,2020-05-20
Clipnews,https://www.clipnews.gr/coronavirus-report-21-05-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-21-05-2020/,2020-05-21
Clipnews,https://www.clipnews.gr/coronavirus-report-22-05-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-22-05-2020-2/,2020-05-22
Clipnews,https://www.clipnews.gr/coronavirus-report-25-05-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-25-05-2020/,2020-05-25
Clipnews,https://www.clipnews.gr/coronavirus-report-27-05-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-27-05-2020/,2020-05-27
Clipnews,https://www.clipnews.gr/coronavirus-report-28-05-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-28-05-2020-2/,2020-05-28
Clipnews,https://www.clipnews.gr/coronavirus-report-29-05-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-29-05-2020/,2020-05-29
Clipnews,https://www.clipnews.gr/coronavirus-report-05-06-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-05-06-2020-2/,2020-06-05
Clipnews,https://www.clipnews.gr/coronavirus-report-12-06-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-12-06-2020/,2020-06-12
Clipnews,https://www.clipnews.gr/coronavirus-report-19-06-2020-3/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-19-06-2020-3/,2020-06-19
Clipnews,https://www.clipnews.gr/coronavirus-report-26-06-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-26-06-2020/,2020-06-26
Clipnews,https://www.clipnews.gr/coronavirus-report-03-07-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-03-07-2020-2/,2020-07-03
Clipnews,https://www.clipnews.gr/coronavirus-report-10-07-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-10-07-2020/,2020-07-10
Clipnews,https://www.clipnews.gr/coronavirus-report-17-07-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-17-07-2020-2/,2020-07-17
Clipnews,https://www.clipnews.gr/coronavirus-report-24-07-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-24-07-2020/,2020-07-24
Clipnews,https://www.clipnews.gr/coronavirus-report-31-07-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-31-07-2020-2/,2020-07-31
Clipnews,https://www.clipnews.gr/coronavirus-report-07-08-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-07-08-2020/,2020-08-07
Clipnews,https://www.clipnews.gr/coronavirus-report-14-08-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-14-08-2020-2/,2020-08-14
Clipnews,https://www.clipnews.gr/coronavirus-report-21-08-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-21-08-2020/,2020-08-21
Clipnews,https://www.clipnews.gr/coronavirus-report-28-08-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-28-08-2020-2/,2020-08-28
Clipnews,https://www.clipnews.gr/coronavirus-report-04-09-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-04-09-2020/,2020-09-04
Clipnews,https://www.clipnews.gr/coronavirus-report-11-09-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-11-09-2020-2/,2020-09-11
Clipnews,https://www.clipnews.gr/coronavirus-report-18-09-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-18-09-2020/,2020-09-18
Clipnews,https://www.clipnews.gr/coronavirus-report-25-09-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-25-09-2020/,2020-09-25
Clipnews,https://www.clipnews.gr/coronavirus-report-02-10-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-02-10-2020-2/,2020-10-02
Clipnews,https://www.clipnews.gr/coronavirus-report-09-10-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-09-10-2020/,2020-10-09
Clipnews,https://www.clipnews.gr/coronavirus-report-16-10-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-16-10-2020-2/,2020-10-16
Clipnews,https://www.clipnews.gr/coronavirus-report-23-10-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-23-10-2020/,2020-10-23
Clipnews,https://www.clipnews.gr/coronavirus-report-30-10-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-30-10-2020-2/,2020-10-30
Clipnews,https://www.clipnews.gr/coronavirus-report-06-11-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-06-11-2020/,2020-11-06
Clipnews,https://www.clipnews.gr/coronavirus-report-13-11-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-13-11-2020-2/,2020-11-13
Clipnews,https://www.clipnews.gr/coronavirus-report-20-11-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-20-11-2020/,2020-11-20
Clipnews,https://www.clipnews.gr/coronavirus-report-27-11-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-27-11-2020-2/,2020-11-27
Clipnews,https://www.clipnews.gr/coronavirus-report-04-12-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-04-12-2020/,2020-12-04
Clipnews,https://www.clipnews.gr/coronavirus-report-11-12-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-11-12-2020-2/,2020-12-11
Clipnews,https://www.clipnews.gr/coronavirus-report-18-12-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-18-12-2020/,2020-12-18
Clipnews,https://www.clipnews.gr/coronavirus-report-24-12-2020-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-24-12-2020-2/,2020-12-24
Clipnews,https://www.clipnews.gr/coronavirus-report-31-12-2020/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-31-12-2020/,2020-12-31
Clipnews,https://www.clipnews.gr/coronavirus-report-08-01-2021/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-08-01-2021/,2021-01-08
Clipnews,https://www.clipnews.gr/coronavirus-report-15-01-2021-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-15-01-2021-2/,2021-01-15
Clipnews,https://www.clipnews.gr/coronavirus-report-22-01-2021/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-22-01-2021/,2021-01-22
Clipnews,https://www.clipnews.gr/coronavirus-report-29-01-2021-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-29-01-2021-2/,2021-01-29
Clipnews,https://www.clipnews.gr/coronavirus-report-05-02-2021/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-05-02-2021/,2021-02-05
Clipnews,https://www.clipnews.gr/coronavirus-report-12-02-2021-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-12-02-2021-2/,2021-02-12
Clipnews,https://www.clipnews.gr/coronavirus-report-19-02-2021/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-19-02-2021/,2021-02-19
Clipnews,https://www.clipnews.gr/coronavirus-report-26-02-2021-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-26-02-2021-2/,2021-02-26
Clipnews,https://www.clipnews.gr/coronavirus-report-05-03-2021/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-05-03-2021/,2021-03-05
Clipnews,https://www.clipnews.gr/coronavirus-report-12-03-2021-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-12-03-2021-2/,2021-03-12
Clipnews,https://www.clipnews.gr/coronavirus-report-19-03-2021/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-19-03-2021/,2021-03-19
Clipnews,https://www.clipnews.gr/coronavirus-report-26-03-2021-2/,https://web.archive.org/web/*/https://www.clipnews.gr/coronavirus-report-26-03-2021-2/,2021-03-26
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-20200320.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-20200320.pdf,2020-03-20
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-20200321.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-20200321.pdf,2020-03-21
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-20200322.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-20200322.pdf,2020-03-22
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-20200323.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-20200323.pdf,2020-03-23
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-20200324.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-20200324.pdf,2020-03-24
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-20200325.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-20200325.pdf,2020-03-25
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-29-03-20.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/03/covid-gr-daily-report-29-03-20.pdf,2020-03-29
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200403.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200403.pdf,2020-04-03
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200404.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200404.pdf,2020-04-04
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200405.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200405.pdf,2020-04-05
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200406.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200406.pdf,2020-04-06
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200407.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200407.pdf,2020-04-07
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200408.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200408.pdf,2020-04-08
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200409.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200409.pdf,2020-04-09
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200410-1.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200410-1.pdf,2020-04-10
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200411-1.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200411-1.pdf,2020-04-11
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200413-1.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200413-1.pdf,2020-04-13
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200414.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200414.pdf,2020-04-14
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200415.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200415.pdf,2020-04-15
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200416.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200416.pdf,2020-04-16
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200417.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200417.pdf,2020-04-17
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200418.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200418.pdf,2020-04-18
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200420.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200420.pdf,2020-04-20
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200421.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200421.pdf,2020-04-21
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200422.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200422.pdf,2020-04-22
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200423.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200423.pdf,2020-04-23
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200424.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200424.pdf,2020-04-24
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200425.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200425.pdf,2020-04-25
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200426.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200426.pdf,2020-04-26
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200427.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200427.pdf,2020-04-27
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200428.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200428.pdf,2020-04-28
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200429.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200429.pdf,2020-04-29
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200430.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/04/covid-gr-daily-report-20200430.pdf,2020-04-30
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/05/covid-gr-daily-report-20200501.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/05/covid-gr-daily-report-20200501.pdf,2020-05-01
Εθνικός Οργανισμός Δημόσιας Υγείας (ΕΟΔΥ),https://eody.gov.gr/wp-content/uploads/2020/05/covid-gr-daily-report-20200502.pdf,https://web.archive.org/web/*/https://eody.gov.gr/wp-content/uploads/2020/05/covid-gr-daily-report-20200502.pdf,2020-05-02
